file,emotion,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,zcr
03-01-01-01-01-01-01.wav,neutral,-378.1851806640625,50.04054641723633,0.5522646307945251,14.54562759399414,3.4447615146636963,-2.469327688217163,-3.9888672828674316,-10.599405288696289,-7.204889297485352,1.954129695892334,-4.295281887054443,2.268538236618042,-5.363428592681885,3.0543136596679688,-3.309441566467285,-2.9427576065063477,-2.4523046016693115,-0.18252362310886383,-6.674674034118652,-0.8714936971664429,-3.0545384883880615,-5.135010719299316,-0.6862254738807678,-3.3109130859375,-3.2632434368133545,-0.08846768736839294,-2.0291192531585693,-0.16973723471164703,-3.861680030822754,-1.7954459190368652,-3.576296806335449,-2.288055658340454,-2.3603460788726807,-0.09540678560733795,-4.405079364776611,-1.8007736206054688,-4.493697643280029,-1.2778290510177612,-2.576991081237793,-3.1656816005706787,0.5488450527191162,0.6030794978141785,0.5313340425491333,0.49863338470458984,0.527051568031311,0.5721852779388428,0.562275230884552,0.6281280517578125,0.6571677327156067,0.6917162537574768,0.6511342525482178,0.598481297492981,20.820779122390924,11.914346934677074,15.619631279029923,15.079396439307462,15.456284091209131,17.16544331033159,50.138737700914014,0.40192589393028844
03-01-01-01-01-02-01.wav,neutral,-384.4573974609375,49.147438049316406,-1.772321105003357,19.475555419921875,1.976954460144043,-0.5590640902519226,-4.736006736755371,-12.186054229736328,-5.475022792816162,2.451119899749756,-4.199458122253418,1.8152306079864502,-5.239034652709961,2.4900481700897217,-4.175309658050537,-2.2184174060821533,-2.655927896499634,0.7785163521766663,-5.767178058624268,-1.4307990074157715,-2.7752301692962646,-5.020728588104248,0.07106337696313858,-4.518269062042236,-2.185513734817505,0.23372311890125275,-2.2794599533081055,0.42853131890296936,-4.369178295135498,-1.290550708770752,-3.9944045543670654,-1.864091157913208,-1.4459904432296753,-1.409587025642395,-4.811312198638916,-1.9379048347473145,-5.130409240722656,-0.723594069480896,-2.619234323501587,-2.5400547981262207,0.5546993613243103,0.5813277959823608,0.538365364074707,0.47252157330513,0.4986197352409363,0.5561733841896057,0.5081445574760437,0.5541648268699646,0.5917238593101501,0.6633901000022888,0.6423542499542236,0.5876461863517761,20.81367138106375,13.294030013459981,17.069743985693975,15.387103678231911,15.161794818770488,17.07973579841057,51.93583916424631,0.4038690476190476
03-01-01-01-02-01-01.wav,neutral,-399.35833740234375,51.52770233154297,-0.03808683529496193,14.368163108825684,0.8338915705680847,-0.18541336059570312,-6.124985694885254,-10.725262641906738,-7.614189624786377,1.4321208000183105,-3.8672499656677246,2.2190184593200684,-5.851531028747559,0.6807346343994141,-2.52211594581604,-5.0752034187316895,-1.4727165699005127,1.0829548835754395,-5.770595550537109,-1.7061799764633179,-2.3907034397125244,-4.014095783233643,-0.45373058319091797,-2.414994716644287,-3.0485610961914062,-0.658933699131012,-2.069289445877075,-0.48694121837615967,-3.4957082271575928,-1.7622981071472168,-2.9883885383605957,-2.3648927211761475,-2.391754388809204,-1.0902185440063477,-4.718088626861572,-2.383366107940674,-3.479362726211548,-1.218812108039856,-2.77764892578125,-2.1918482780456543,0.6074875593185425,0.5782862305641174,0.5033125877380371,0.5560741424560547,0.5415996313095093,0.5244081020355225,0.5445101857185364,0.5858510136604309,0.6660827398300171,0.6610075831413269,0.5714391469955444,0.5289146900177002,20.146197966433007,13.118957320662258,15.487414597650028,15.73996061347435,15.350285054374284,16.85296629712781,50.97321549630297,0.4196564016990291
03-01-01-01-02-02-01.wav,neutral,-401.4139404296875,50.82819366455078,1.724959373474121,14.461129188537598,3.0742101669311523,1.7510943412780762,-7.5708909034729,-11.271993637084961,-7.132561206817627,2.0016140937805176,-2.7141170501708984,0.9327390789985657,-4.972867012023926,1.8218690156936646,-1.8178765773773193,-4.280587196350098,-0.9010502099990845,-0.096093088388443,-5.2481689453125,-2.5882129669189453,-1.58341646194458,-3.5466980934143066,-1.4944708347320557,-2.9206244945526123,-2.6639513969421387,-0.5709435343742371,-1.31107497215271,-0.76080322265625,-3.7514472007751465,-2.217391014099121,-4.217811107635498,-2.475634813308716,-1.9597991704940796,-0.9328297972679138,-4.109294414520264,-3.3823587894439697,-3.9505841732025146,-1.0311264991760254,-2.6010961532592773,-2.2375197410583496,0.6008315086364746,0.5022572875022888,0.4706442356109619,0.5097824335098267,0.5856866836547852,0.5943551063537598,0.5576962828636169,0.6251583695411682,0.612294614315033,0.5761388540267944,0.5974100232124329,0.5768864750862122,22.2088156494747,13.321154894823854,16.15652017007538,16.41197686901117,15.490446927461528,16.346760946873186,50.40520188674957,0.4061083984375
03-01-02-01-01-01-01.wav,calm,-351.14837646484375,56.299442291259766,2.6625306606292725,16.805482864379883,3.5649454593658447,-0.8747647404670715,-5.6444244384765625,-8.770026206970215,-8.923410415649414,2.0694684982299805,-4.683156967163086,1.2033603191375732,-5.316926956176758,2.7738847732543945,-3.5907301902770996,-3.6008100509643555,-1.1163960695266724,-1.6900526285171509,-5.192720890045166,-2.009552240371704,-3.1342275142669678,-4.9809699058532715,-0.733130693435669,-4.169233322143555,-2.1749587059020996,-0.4398311376571655,-2.2866334915161133,-0.012631744146347046,-3.299556255340576,-0.7874898910522461,-4.136929988861084,-0.189144566655159,-1.9690848588943481,-0.9739744663238525,-4.1754584312438965,-3.1788690090179443,-4.602840900421143,-1.8467316627502441,-1.7631756067276,-1.0624442100524902,0.4519478380680084,0.48611700534820557,0.533066987991333,0.4964297413825989,0.49102747440338135,0.5426964163780212,0.520684003829956,0.5327329039573669,0.5592231154441833,0.612505316734314,0.6550735831260681,0.5554416179656982,20.278846281621785,12.700760027145087,16.37239445554742,15.41158058344438,15.891575201818153,16.550751660295106,51.26202951329478,0.3871674408783784
03-01-02-01-01-02-01.wav,calm,-358.4178161621094,61.87129592895508,-0.804282009601593,14.567587852478027,4.735579013824463,-2.6918773651123047,-7.006918907165527,-8.06450366973877,-8.452817916870117,2.1760663986206055,-3.806519031524658,0.007256777957081795,-5.6784162521362305,0.8185836672782898,-3.0499184131622314,-4.493331432342529,-1.4361686706542969,-1.0315922498703003,-5.4444260597229,-2.3164937496185303,-3.1720657348632812,-5.099848747253418,-1.3525458574295044,-3.6844639778137207,-2.524995803833008,-1.0958082675933838,-1.8595824241638184,-1.4368852376937866,-4.452353477478027,-2.541689395904541,-5.36929988861084,-2.4309427738189697,-2.1212241649627686,-2.2113349437713623,-4.903125762939453,-4.33174991607666,-4.781371116638184,-0.7737419605255127,-2.717752456665039,-0.7721191644668579,0.5298428535461426,0.5095065236091614,0.5374627113342285,0.6100254058837891,0.5542923212051392,0.5777852535247803,0.6454014182090759,0.6235722303390503,0.6240050196647644,0.6085042953491211,0.6054627895355225,0.498176634311676,21.986241733001705,12.859375649856053,16.26839032990244,15.023393493439022,15.469889349279976,16.271675528459,51.17609373324354,0.3672912057522124
03-01-02-01-02-01-01.wav,calm,-367.13201904296875,58.45584487915039,0.19532173871994019,14.347579002380371,2.1475274562835693,1.7945897579193115,-6.217290878295898,-8.795670509338379,-8.008650779724121,2.5240697860717773,-2.2556846141815186,0.7496605515480042,-5.339110851287842,3.7301621437072754,-5.114087104797363,-5.198869705200195,-1.2114108800888062,-0.5290376543998718,-6.827914237976074,-2.128509044647217,-2.7456624507904053,-4.080773830413818,-1.3489422798156738,-3.868597984313965,-3.1646857261657715,-0.7419670820236206,-3.319776773452759,-0.7927590608596802,-4.303564071655273,-0.9937548637390137,-5.487820625305176,-2.8772144317626953,-3.5342047214508057,-0.9899985790252686,-5.450115203857422,-3.574798822402954,-4.098788261413574,-1.5614726543426514,-3.87214994430542,-1.3310613632202148,0.5082154273986816,0.5175806879997253,0.5455722808837891,0.5641806721687317,0.5689043402671814,0.5551744699478149,0.5740601420402527,0.5931146740913391,0.610741138458252,0.6178339719772339,0.6125624775886536,0.5067896246910095,22.541451277172225,13.346980603129513,16.335320423937706,15.180114186329774,16.18106833511645,16.904063287409265,52.03255530420983,0.3991832386363636
03-01-02-01-02-02-01.wav,calm,-383.7041931152344,62.54122543334961,-0.826138436794281,16.14468002319336,2.8918254375457764,1.5114288330078125,-6.223473072052002,-8.806564331054688,-7.202388763427734,1.1583250761032104,-2.2637901306152344,1.3000520467758179,-4.9428391456604,2.9171805381774902,-3.5839343070983887,-4.553521633148193,-0.9860597848892212,-0.6148637533187866,-6.668135643005371,-2.688213586807251,-2.2051522731781006,-3.297003746032715,-1.5319383144378662,-3.029348850250244,-2.6444952487945557,-1.7938170433044434,-2.467714309692383,-1.5747758150100708,-3.9442026615142822,-1.1637036800384521,-4.39483118057251,-2.723099708557129,-2.335973024368286,-0.9213843941688538,-4.261908531188965,-3.2737042903900146,-4.065395355224609,-1.5726385116577148,-3.18190598487854,-1.6264420747756958,0.473473459482193,0.5091018676757812,0.5131391882896423,0.500219464302063,0.4817468523979187,0.5236939787864685,0.5503227710723877,0.5713136196136475,0.6164618730545044,0.6515622735023499,0.6453948616981506,0.5525840520858765,22.333176230282074,13.383286269047675,17.081247029264635,15.422459730459773,16.132565897457823,16.425300605947346,51.12914888892091,0.41086851347477066
03-01-02-02-01-01-01.wav,calm,-343.93634033203125,64.94728088378906,1.9010292291641235,16.3315486907959,4.0042405128479,-1.5176974534988403,-5.845613479614258,-5.371173858642578,-8.097445487976074,2.5307672023773193,-1.2224078178405762,-0.3008996844291687,-5.0555033683776855,1.7352032661437988,-2.2494194507598877,-2.1241159439086914,-3.082475185394287,2.741117000579834,-7.871609210968018,-0.523689329624176,-3.4994683265686035,-4.262728691101074,-1.466491460800171,-2.3131585121154785,-1.7404536008834839,-0.47408464550971985,-2.679841995239258,-0.921897292137146,-5.620355606079102,-1.9247187376022339,-4.785346508026123,-2.833604335784912,-1.1445188522338867,-2.440821886062622,-4.794163227081299,-4.489011764526367,-3.6558187007904053,-1.709285855293274,-3.3426363468170166,-1.7335442304611206,0.467387318611145,0.5208414196968079,0.5375145673751831,0.524314284324646,0.5637680292129517,0.6331921219825745,0.6892160177230835,0.7026252746582031,0.6129047870635986,0.5443965792655945,0.5854239463806152,0.5362896919250488,21.98100883229423,12.79304619930981,16.031649586218812,15.101478011499639,16.117034769508003,16.149097491184968,50.67877896030546,0.3393175848599138
03-01-02-02-01-02-01.wav,calm,-322.9359436035156,60.24432373046875,-2.4052531719207764,13.981014251708984,1.6262015104293823,-2.2108359336853027,-8.577352523803711,-8.01534366607666,-8.345559120178223,2.9916985034942627,-2.512610673904419,-1.52472722530365,-5.649178981781006,1.3070448637008667,-4.528984546661377,-2.991058349609375,-2.296595573425293,0.7808887362480164,-7.217122554779053,-0.521624743938446,-2.677557945251465,-4.221185684204102,-2.0109684467315674,-3.4127323627471924,-3.1087608337402344,-0.6133560538291931,-2.8675715923309326,-2.1488237380981445,-4.874396324157715,-2.976001501083374,-5.191030025482178,-3.623969554901123,-2.127840518951416,-1.470350980758667,-4.577230930328369,-3.9856600761413574,-4.275136947631836,-2.0138676166534424,-3.39449405670166,-2.2356808185577393,0.5020955801010132,0.5205007195472717,0.4795028865337372,0.5547638535499573,0.559226393699646,0.5558574199676514,0.5925858020782471,0.6382187008857727,0.63752681016922,0.5856043696403503,0.5451784133911133,0.4957893192768097,21.403405085038955,13.174521283969277,15.396476137581669,15.612029730433845,16.063603410307405,16.701508842458992,52.6116988758896,0.37474810887896826
